Дата,Значение,year,month,dayofmonth,quarter,dayofyear,weekofyear,dayofweek,is_holiday,is_prev_holiday,is_next_holiday
2013-07-18,108.83,2013,7,18,3,199,29,3,0,0,0
2013-07-19,108.3,2013,7,19,3,200,29,4,0,0,0
2013-07-21,108.45,2013,7,21,3,202,29,6,0,0,0
2013-07-22,108.16,2013,7,22,3,203,30,0,0,0,0
2013-07-23,108.41,2013,7,23,3,204,30,1,0,0,0
2013-07-24,107.05,2013,7,24,3,205,30,2,0,0,0
2013-07-25,107.65,2013,7,25,3,206,30,3,0,0,0
2013-07-26,107.19,2013,7,26,3,207,30,4,0,0,0
2013-07-28,107.34,2013,7,28,3,209,30,6,0,0,0
2013-07-29,107.51,2013,7,29,3,210,31,0,0,0,0
2013-07-30,106.84,2013,7,30,3,211,31,1,0,0,0
2013-07-31,107.7,2013,7,31,3,212,31,2,0,0,0
2013-08-01,108.51,2013,8,1,3,213,31,3,0,0,0
2013-08-02,108.07,2013,8,2,3,214,31,4,0,0,0
2013-08-04,108.05,2013,8,4,3,216,31,6,0,0,0
2013-08-05,107.71,2013,8,5,3,217,32,0,0,0,0
2013-08-06,107.19,2013,8,6,3,218,32,1,0,0,0
2013-08-07,106.08,2013,8,7,3,219,32,2,0,0,0
2013-08-08,105.5,2013,8,8,3,220,32,3,0,0,0
2013-08-09,106.87,2013,8,9,3,221,32,4,0,0,0
2013-08-11,106.8,2013,8,11,3,223,32,6,0,0,0
2013-08-12,107.86,2013,8,12,3,224,33,0,0,0,0
2013-08-13,108.1,2013,8,13,3,225,33,1,0,0,0
2013-08-14,108.96,2013,8,14,3,226,33,2,0,0,0
2013-08-15,109.32,2013,8,15,3,227,33,3,0,0,0
2013-08-16,110.42,2013,8,16,3,228,33,4,0,0,0
2013-08-18,110.27,2013,8,18,3,230,33,6,0,0,0
2013-08-19,109.59,2013,8,19,3,231,34,0,0,0,0
2013-08-20,110.15,2013,8,20,3,232,34,1,0,0,0
2013-08-21,109.73,2013,8,21,3,233,34,2,0,0,0
2013-08-23,111.05,2013,8,23,3,235,34,4,0,0,0
2013-08-25,111.09,2013,8,25,3,237,34,6,0,0,0
2013-08-26,110.93,2013,8,26,3,238,35,0,0,0,0
2013-08-27,115.29,2013,8,27,3,239,35,1,0,0,0
2013-08-28,116.33,2013,8,28,3,240,35,2,0,0,0
2013-08-29,114.44,2013,8,29,3,241,35,3,0,0,0
2013-08-30,114.45,2013,8,30,3,242,35,4,0,0,0
2013-09-01,110.9,2013,9,1,3,244,35,6,0,1,0
2013-09-02,112.44,2013,9,2,3,245,36,0,1,0,0
2013-09-03,113.7,2013,9,3,3,246,36,1,0,0,1
2013-09-04,113.23,2013,9,4,3,247,36,2,0,0,0
2013-09-05,113.7,2013,9,5,3,248,36,3,0,0,0
2013-09-06,114.1,2013,9,6,3,249,36,4,0,0,0
2013-09-08,113.99,2013,9,8,3,251,36,6,0,0,0
2013-09-09,111.77,2013,9,9,3,252,37,0,0,0,0
2013-09-10,109.96,2013,9,10,3,253,37,1,0,0,0
2013-09-11,110.29,2013,9,11,3,254,37,2,0,0,0
2013-09-12,111.89,2013,9,12,3,255,37,3,0,0,0
2013-09-13,111.79,2013,9,13,3,256,37,4,0,0,0
2013-09-15,110.71,2013,9,15,3,258,37,6,0,0,0
2013-09-16,109.82,2013,9,16,3,259,38,0,0,0,0
2013-09-17,107.75,2013,9,17,3,260,38,1,0,0,0
2013-09-18,110.74,2013,9,18,3,261,38,2,0,0,0
2013-09-19,108.82,2013,9,19,3,262,38,3,0,0,0
2013-09-20,109.35,2013,9,20,3,263,38,4,0,0,0
2013-09-22,109.0,2013,9,22,3,265,38,6,0,0,0
2013-09-23,108.0,2013,9,23,3,266,39,0,0,0,0
2013-09-24,108.77,2013,9,24,3,267,39,1,0,0,0
2013-09-25,108.06,2013,9,25,3,268,39,2,0,0,0
2013-09-26,109.22,2013,9,26,3,269,39,3,0,0,0
2013-09-27,108.43,2013,9,27,3,270,39,4,0,0,0
2013-09-29,107.93,2013,9,29,3,272,39,6,0,0,0
2013-09-30,108.2,2013,9,30,3,273,40,0,0,0,0
2013-10-01,106.92,2013,10,1,4,274,40,1,0,0,0
2013-10-02,108.03,2013,10,2,4,275,40,2,0,0,0
2013-10-03,107.69,2013,10,3,4,276,40,3,0,0,0
2013-10-04,108.46,2013,10,4,4,277,40,4,0,0,0
2013-10-06,108.31,2013,10,6,4,279,40,6,0,0,0
2013-10-07,108.74,2013,10,7,4,280,41,0,0,0,0
2013-10-08,109.42,2013,10,8,4,281,41,1,0,0,0
2013-10-09,108.25,2013,10,9,4,282,41,2,0,0,0
2013-10-10,110.87,2013,10,10,4,283,41,3,0,0,0
2013-10-11,110.29,2013,10,11,4,284,41,4,0,0,0
2013-10-13,110.02,2013,10,13,4,286,41,6,0,1,0
2013-10-14,110.18,2013,10,14,4,287,42,0,1,0,0
2013-10-15,109.0,2013,10,15,4,288,42,1,0,0,1
2013-10-16,110.49,2013,10,16,4,289,42,2,0,0,0
2013-10-17,109.0,2013,10,17,4,290,42,3,0,0,0
2013-10-18,109.94,2013,10,18,4,291,42,4,0,0,0
2013-10-20,109.94,2013,10,20,4,293,42,6,0,0,0
2013-10-21,109.77,2013,10,21,4,294,43,0,0,0,0
2013-10-22,110.06,2013,10,22,4,295,43,1,0,0,0
2013-10-23,107.65,2013,10,23,4,296,43,2,0,0,0
2013-10-24,106.99,2013,10,24,4,297,43,3,0,0,0
2013-10-25,107.06,2013,10,25,4,298,43,4,0,0,0
2013-10-27,106.93,2013,10,27,4,300,43,6,0,0,0
2013-10-28,109.42,2013,10,28,4,301,44,0,0,0,0
2013-10-29,108.81,2013,10,29,4,302,44,1,0,0,0
2013-10-30,109.77,2013,10,30,4,303,44,2,0,0,0
2013-10-31,108.9,2013,10,31,4,304,44,3,0,0,0
2013-11-01,106.05,2013,11,1,4,305,44,4,0,0,0
2013-11-03,105.8,2013,11,3,4,307,44,6,0,0,0
2013-11-04,105.94,2013,11,4,4,308,45,0,0,0,0
2013-11-05,105.65,2013,11,5,4,309,45,1,0,0,0
2013-11-06,104.99,2013,11,6,4,310,45,2,0,0,0
2013-11-07,103.55,2013,11,7,4,311,45,3,0,0,0
2013-11-08,105.04,2013,11,8,4,312,45,4,0,0,0
2013-11-10,105.44,2013,11,10,4,314,45,6,0,1,0
2013-11-11,106.34,2013,11,11,4,315,46,0,1,0,0
2013-11-12,105.82,2013,11,12,4,316,46,1,0,0,1
2013-11-13,106.92,2013,11,13,4,317,46,2,0,0,0
2013-11-14,108.4,2013,11,14,4,318,46,3,0,0,0
2013-11-15,108.5,2013,11,15,4,319,46,4,0,0,0
2013-11-17,108.35,2013,11,17,4,321,46,6,0,0,0
2013-11-18,108.3,2013,11,18,4,322,47,0,0,0,0
2013-11-19,107.07,2013,11,19,4,323,47,1,0,0,0
2013-11-20,107.92,2013,11,20,4,324,47,2,0,0,0
2013-11-21,110.15,2013,11,21,4,325,47,3,0,0,0
2013-11-22,110.49,2013,11,22,4,326,47,4,0,0,0
2013-11-24,108.77,2013,11,24,4,328,47,6,0,0,0
2013-11-25,111.05,2013,11,25,4,329,48,0,0,0,0
2013-11-26,111.04,2013,11,26,4,330,48,1,0,0,0
2013-11-27,111.59,2013,11,27,4,331,48,2,0,1,0
2013-11-28,110.95,2013,11,28,4,332,48,3,1,0,0
2013-11-29,110.11,2013,11,29,4,333,48,4,0,0,1
2013-12-01,109.55,2013,12,1,4,335,48,6,0,0,0
2013-12-02,111.01,2013,12,2,4,336,49,0,0,0,0
2013-12-03,112.24,2013,12,3,4,337,49,1,0,0,0
2013-12-04,111.17,2013,12,4,4,338,49,2,0,0,0
2013-12-05,110.76,2013,12,5,4,339,49,3,0,0,0
2013-12-06,111.36,2013,12,6,4,340,49,4,0,0,0
2013-12-08,111.2,2013,12,8,4,342,49,6,0,0,0
2013-12-09,108.93,2013,12,9,4,343,50,0,0,0,0
2013-12-10,109.25,2013,12,10,4,344,50,1,0,0,0
2013-12-11,109.32,2013,12,11,4,345,50,2,0,0,0
2013-12-12,108.34,2013,12,12,4,346,50,3,0,0,0
2013-12-13,108.3,2013,12,13,4,347,50,4,0,0,0
2013-12-15,108.99,2013,12,15,4,349,50,6,0,0,0
2013-12-16,109.04,2013,12,16,4,350,51,0,0,0,0
2013-12-17,108.21,2013,12,17,4,351,51,1,0,0,0
2013-12-18,109.28,2013,12,18,4,352,51,2,0,0,0
2013-12-19,110.06,2013,12,19,4,353,51,3,0,0,0
2013-12-20,111.84,2013,12,20,4,354,51,4,0,0,0
2013-12-22,111.73,2013,12,22,4,356,51,6,0,0,0
2013-12-23,111.57,2013,12,23,4,357,52,0,0,0,0
2013-12-24,112.0,2013,12,24,4,358,52,1,0,1,0
2013-12-27,112.14,2013,12,27,4,361,52,4,0,0,0
2013-12-29,112.28,2013,12,29,4,363,52,6,0,0,0
2013-12-30,111.2,2013,12,30,4,364,1,0,0,0,0
2013-12-31,110.9,2013,12,31,4,365,1,1,0,1,0
2014-01-02,107.65,2014,1,2,1,2,1,3,0,0,1
2014-01-03,106.65,2014,1,3,1,3,1,4,0,0,0
2014-01-06,106.67,2014,1,6,1,6,2,0,0,0,0
2014-01-07,107.01,2014,1,7,1,7,2,1,0,0,0
2014-01-08,106.83,2014,1,8,1,8,2,2,0,0,0
2014-01-09,106.0,2014,1,9,1,9,2,3,0,0,0
2014-01-10,106.83,2014,1,10,1,10,2,4,0,0,0
2014-01-12,106.92,2014,1,12,1,12,2,6,0,0,0
2014-01-13,105.59,2014,1,13,1,13,3,0,0,0,0
2014-01-14,105.25,2014,1,14,1,14,3,1,0,0,0
2014-01-15,105.97,2014,1,15,1,15,3,2,0,0,0
2014-01-16,105.48,2014,1,16,1,16,3,3,0,0,0
2014-01-17,106.32,2014,1,17,1,17,3,4,0,0,0
2014-01-19,106.4,2014,1,19,1,19,3,6,0,1,0
2014-01-20,106.2,2014,1,20,1,20,4,0,1,0,0
2014-01-21,106.8,2014,1,21,1,21,4,1,0,0,1
2014-01-22,108.08,2014,1,22,1,22,4,2,0,0,0
2014-01-23,107.58,2014,1,23,1,23,4,3,0,0,0
2014-01-24,107.89,2014,1,24,1,24,4,4,0,0,0
2014-01-26,107.95,2014,1,26,1,26,4,6,0,0,0
2014-01-27,106.94,2014,1,27,1,27,5,0,0,0,0
2014-01-28,107.41,2014,1,28,1,28,5,1,0,0,0
2014-01-29,107.75,2014,1,29,1,29,5,2,0,0,0
2014-01-30,107.7,2014,1,30,1,30,5,3,0,0,0
2014-01-31,105.79,2014,1,31,1,31,5,4,0,0,0
2014-02-02,105.55,2014,2,2,1,33,5,6,0,0,0
2014-02-03,105.27,2014,2,3,1,34,6,0,0,0,0
2014-02-04,105.41,2014,2,4,1,35,6,1,0,0,0
2014-02-05,105.56,2014,2,5,1,36,6,2,0,0,0
2014-02-06,106.75,2014,2,6,1,37,6,3,0,0,0
2014-02-07,108.83,2014,2,7,1,38,6,4,0,0,0
2014-02-09,108.95,2014,2,9,1,40,6,6,0,0,0
2014-02-10,107.78,2014,2,10,1,41,7,0,0,0,0
2014-02-11,108.2,2014,2,11,1,42,7,1,0,0,0
2014-02-12,108.27,2014,2,12,1,43,7,2,0,0,0
2014-02-13,108.58,2014,2,13,1,44,7,3,0,0,0
2014-02-14,109.05,2014,2,14,1,45,7,4,0,0,0
2014-02-16,109.38,2014,2,16,1,47,7,6,0,1,0
2014-02-17,109.1,2014,2,17,1,48,8,0,1,0,0
2014-02-18,110.63,2014,2,18,1,49,8,1,0,0,1
2014-02-19,110.42,2014,2,19,1,50,8,2,0,0,0
2014-02-20,110.49,2014,2,20,1,51,8,3,0,0,0
2014-02-21,109.84,2014,2,21,1,52,8,4,0,0,0
2014-02-23,110.13,2014,2,23,1,54,8,6,0,0,0
2014-02-24,110.71,2014,2,24,1,55,9,0,0,0,0
2014-02-25,109.59,2014,2,25,1,56,9,1,0,0,0
2014-02-26,109.51,2014,2,26,1,57,9,2,0,0,0
2014-02-27,108.77,2014,2,27,1,58,9,3,0,0,0
2014-02-28,108.65,2014,2,28,1,59,9,4,0,0,0
2014-03-02,110.49,2014,3,2,1,61,9,6,0,0,0
2014-03-03,110.78,2014,3,3,1,62,10,0,0,0,0
2014-03-04,108.62,2014,3,4,1,63,10,1,0,0,0
2014-03-05,107.29,2014,3,5,1,64,10,2,0,0,0
2014-03-06,107.8,2014,3,6,1,65,10,3,0,0,0
2014-03-07,108.23,2014,3,7,1,66,10,4,0,0,0
2014-03-09,108.12,2014,3,9,1,68,10,6,0,0,0
2014-03-10,107.38,2014,3,10,1,69,11,0,0,0,0
2014-03-11,107.77,2014,3,11,1,70,11,1,0,0,0
2014-03-12,107.6,2014,3,12,1,71,11,2,0,0,0
2014-03-13,106.99,2014,3,13,1,72,11,3,0,0,0
2014-03-14,108.5,2014,3,14,1,73,11,4,0,0,0
2014-03-16,108.32,2014,3,16,1,75,11,6,0,0,0
2014-03-17,106.4,2014,3,17,1,76,12,0,0,0,0
2014-03-18,106.65,2014,3,18,1,77,12,1,0,0,0
2014-03-19,105.84,2014,3,19,1,78,12,2,0,0,0
2014-03-20,106.23,2014,3,20,1,79,12,3,0,0,0
2014-03-21,107.2,2014,3,21,1,80,12,4,0,0,0
2014-03-23,106.81,2014,3,23,1,82,12,6,0,0,0
2014-03-24,106.59,2014,3,24,1,83,13,0,0,0,0
2014-03-25,106.93,2014,3,25,1,84,13,1,0,0,0
2014-03-26,107.0,2014,3,26,1,85,13,2,0,0,0
2014-03-27,107.69,2014,3,27,1,86,13,3,0,0,0
2014-03-28,107.97,2014,3,28,1,87,13,4,0,0,0
2014-03-30,107.92,2014,3,30,1,89,13,6,0,0,0
2014-03-31,107.7,2014,3,31,1,90,14,0,0,0,0
2014-04-01,105.31,2014,4,1,2,91,14,1,0,0,0
2014-04-02,104.7,2014,4,2,2,92,14,2,0,0,0
2014-04-03,106.14,2014,4,3,2,93,14,3,0,0,0
2014-04-04,106.57,2014,4,4,2,94,14,4,0,0,0
2014-04-06,106.1,2014,4,6,2,96,14,6,0,0,0
2014-04-07,105.98,2014,4,7,2,97,15,0,0,0,0
2014-04-08,107.48,2014,4,8,2,98,15,1,0,0,0
2014-04-09,107.9,2014,4,9,2,99,15,2,0,0,0
2014-04-10,107.39,2014,4,10,2,100,15,3,0,0,0
2014-04-11,107.15,2014,4,11,2,101,15,4,0,0,0
2014-04-13,107.85,2014,4,13,2,103,15,6,0,0,0
2014-04-14,108.96,2014,4,14,2,104,16,0,0,0,0
2014-04-15,109.18,2014,4,15,2,105,16,1,0,0,0
2014-04-16,109.71,2014,4,16,2,106,16,2,0,0,0
2014-04-17,109.76,2014,4,17,2,107,16,3,0,0,0
2014-04-20,109.72,2014,4,20,2,110,16,6,0,0,0
2014-04-21,109.96,2014,4,21,2,111,17,0,0,0,0
2014-04-22,109.37,2014,4,22,2,112,17,1,0,0,0
2014-04-23,109.14,2014,4,23,2,113,17,2,0,0,0
2014-04-24,110.41,2014,4,24,2,114,17,3,0,0,0
2014-04-25,109.39,2014,4,25,2,115,17,4,0,0,0
2014-04-27,109.73,2014,4,27,2,117,17,6,0,0,0
2014-04-28,108.12,2014,4,28,2,118,18,0,0,0,0
2014-04-29,108.91,2014,4,29,2,119,18,1,0,0,0
2014-04-30,108.14,2014,4,30,2,120,18,2,0,0,0
2014-05-01,107.07,2014,5,1,2,121,18,3,0,0,0
2014-05-02,108.33,2014,5,2,2,122,18,4,0,0,0
2014-05-05,106.98,2014,5,5,2,125,19,0,0,0,0
2014-05-06,107.22,2014,5,6,2,126,19,1,0,0,0
2014-05-07,107.53,2014,5,7,2,127,19,2,0,0,0
2014-05-08,107.49,2014,5,8,2,128,19,3,0,0,0
2014-05-09,107.36,2014,5,9,2,129,19,4,0,0,0
2014-05-11,107.45,2014,5,11,2,131,19,6,0,0,0
2014-05-12,107.77,2014,5,12,2,132,20,0,0,0,0
2014-05-13,108.65,2014,5,13,2,133,20,1,0,0,0
2014-05-14,109.2,2014,5,14,2,134,20,2,0,0,0
2014-05-15,109.02,2014,5,15,2,135,20,3,0,0,0
2014-05-19,109.36,2014,5,19,2,139,21,0,0,0,0
2014-05-20,109.84,2014,5,20,2,140,21,1,0,0,0
2014-05-21,110.54,2014,5,21,2,141,21,2,0,0,0
2014-05-22,110.39,2014,5,22,2,142,21,3,0,0,0
2014-05-23,110.44,2014,5,23,2,143,21,4,0,0,0
2014-05-25,110.44,2014,5,25,2,145,21,6,0,1,0
2014-05-26,110.39,2014,5,26,2,146,22,0,1,0,0
2014-05-27,110.19,2014,5,27,2,147,22,1,0,0,1
2014-05-28,110.06,2014,5,28,2,148,22,2,0,0,0
2014-05-29,110.07,2014,5,29,2,149,22,3,0,0,0
2014-05-30,109.49,2014,5,30,2,150,22,4,0,0,0
2014-06-01,108.76,2014,6,1,2,152,22,6,0,0,0
2014-06-02,108.17,2014,6,2,2,153,23,0,0,0,0
2014-06-03,108.18,2014,6,3,2,154,23,1,0,0,0
2014-06-04,107.43,2014,6,4,2,155,23,2,0,0,0
2014-06-05,108.19,2014,6,5,2,156,23,3,0,0,0
2014-06-06,108.01,2014,6,6,2,157,23,4,0,0,0
2014-06-08,107.8,2014,6,8,2,159,23,6,0,0,0
2014-06-09,109.1,2014,6,9,2,160,24,0,0,0,0
2014-06-10,108.98,2014,6,10,2,161,24,1,0,0,0
2014-06-11,109.51,2014,6,11,2,162,24,2,0,0,0
2014-06-12,112.54,2014,6,12,2,163,24,3,0,0,0
2014-06-13,112.4,2014,6,13,2,164,24,4,0,0,0
2014-06-15,113.09,2014,6,15,2,166,24,6,0,0,0
2014-06-16,112.83,2014,6,16,2,167,25,0,0,0,0
2014-06-17,113.31,2014,6,17,2,168,25,1,0,0,0
2014-06-18,114.14,2014,6,18,2,169,25,2,0,0,0
2014-06-19,114.92,2014,6,19,2,170,25,3,0,0,0
2014-06-20,114.68,2014,6,20,2,171,25,4,0,0,0
2014-06-22,115.1,2014,6,22,2,173,25,6,0,0,0
2014-06-23,113.97,2014,6,23,2,174,26,0,0,0,0
2014-06-24,114.13,2014,6,24,2,175,26,1,0,0,0
2014-06-25,114.22,2014,6,25,2,176,26,2,0,0,0
2014-06-26,113.02,2014,6,26,2,177,26,3,0,0,0
2014-06-27,113.18,2014,6,27,2,178,26,4,0,0,0
2014-06-29,113.04,2014,6,29,2,180,26,6,0,0,0
2014-06-30,112.4,2014,6,30,2,181,27,0,0,0,0
2014-07-01,111.85,2014,7,1,3,182,27,1,0,0,0
2014-07-02,111.0,2014,7,2,3,183,27,2,0,0,0
2014-07-03,110.89,2014,7,3,3,184,27,3,0,1,0
2014-07-04,110.49,2014,7,4,3,185,27,4,1,0,0
2014-07-06,110.46,2014,7,6,3,187,27,6,0,0,0
2014-07-07,109.85,2014,7,7,3,188,28,0,0,0,0
2014-07-08,109.01,2014,7,8,3,189,28,1,0,0,0
2014-07-09,108.32,2014,7,9,3,190,28,2,0,0,0
2014-07-10,108.85,2014,7,10,3,191,28,3,0,0,0
2014-07-11,107.26,2014,7,11,3,192,28,4,0,0,0
2014-07-13,107.31,2014,7,13,3,194,28,6,0,0,0
2014-07-14,107.6,2014,7,14,3,195,29,0,0,0,0
2014-07-15,106.75,2014,7,15,3,196,29,1,0,0,0
2014-07-16,107.08,2014,7,16,3,197,29,2,0,0,0
2014-07-17,108.45,2014,7,17,3,198,29,3,0,0,0
2014-07-18,107.14,2014,7,18,3,199,29,4,0,0,0
2014-07-20,106.97,2014,7,20,3,201,29,6,0,0,0
2014-07-21,107.68,2014,7,21,3,202,30,0,0,0,0
2014-07-22,106.89,2014,7,22,3,203,30,1,0,0,0
2014-07-23,108.18,2014,7,23,3,204,30,2,0,0,0
2014-07-24,107.13,2014,7,24,3,205,30,3,0,0,0
2014-07-25,108.13,2014,7,25,3,206,30,4,0,0,0
2014-07-27,108.22,2014,7,27,3,208,30,6,0,0,0
2014-07-28,107.5,2014,7,28,3,209,31,0,0,0,0
2014-07-29,107.5,2014,7,29,3,210,31,1,0,0,0
2014-07-30,106.03,2014,7,30,3,211,31,2,0,0,0
2014-07-31,105.52,2014,7,31,3,212,31,3,0,0,0
2014-08-01,105.33,2014,8,1,3,213,31,4,0,0,0
2014-08-03,105.4,2014,8,3,3,215,31,6,0,0,0
2014-08-04,106.17,2014,8,4,3,216,32,0,0,0,0
2014-08-05,105.59,2014,8,5,3,217,32,1,0,0,0
2014-08-06,105.27,2014,8,6,3,218,32,2,0,0,0
2014-08-07,106.37,2014,8,7,3,219,32,3,0,0,0
2014-08-08,105.31,2014,8,8,3,220,32,4,0,0,0
2014-08-10,105.6,2014,8,10,3,222,32,6,0,0,0
2014-08-11,105.09,2014,8,11,3,223,33,0,0,0,0
2014-08-12,103.8,2014,8,12,3,224,33,1,0,0,0
2014-08-13,104.68,2014,8,13,3,225,33,2,0,0,0
2014-08-14,102.08,2014,8,14,3,226,33,3,0,0,0
2014-08-15,103.4,2014,8,15,3,227,33,4,0,0,0
2014-08-17,102.98,2014,8,17,3,229,33,6,0,0,0
2014-08-18,101.79,2014,8,18,3,230,34,0,0,0,0
2014-08-19,101.6,2014,8,19,3,231,34,1,0,0,0
2014-08-20,102.29,2014,8,20,3,232,34,2,0,0,0
2014-08-21,102.69,2014,8,21,3,233,34,3,0,0,0
2014-08-22,102.1,2014,8,22,3,234,34,4,0,0,0
2014-08-24,101.86,2014,8,24,3,236,34,6,0,0,0
2014-08-25,102.66,2014,8,25,3,237,35,0,0,0,0
2014-08-26,102.58,2014,8,26,3,238,35,1,0,0,0
2014-08-27,102.6,2014,8,27,3,239,35,2,0,0,0
2014-08-28,102.47,2014,8,28,3,240,35,3,0,0,0
2014-08-29,103.04,2014,8,29,3,241,35,4,0,0,0
2014-08-31,103.11,2014,8,31,3,243,35,6,0,1,0
2014-09-01,103.1,2014,9,1,3,244,36,0,1,0,0
2014-09-02,101.24,2014,9,2,3,245,36,1,0,0,1
2014-09-03,102.91,2014,9,3,3,246,36,2,0,0,0
2014-09-04,102.3,2014,9,4,3,247,36,3,0,0,0
2014-09-05,101.53,2014,9,5,3,248,36,4,0,0,0
2014-09-07,101.41,2014,9,7,3,250,36,6,0,0,0
2014-09-08,100.89,2014,9,8,3,251,37,0,0,0,0
2014-09-09,100.0,2014,9,9,3,252,37,1,0,0,0
2014-09-10,98.75,2014,9,10,3,253,37,2,0,0,0
2014-09-11,98.95,2014,9,11,3,254,37,3,0,0,0
2014-09-12,97.8,2014,9,12,3,255,37,4,0,0,0
2014-09-14,97.63,2014,9,14,3,257,37,6,0,0,0
2014-09-15,98.0,2014,9,15,3,258,38,0,0,0,0
2014-09-16,99.0,2014,9,16,3,259,38,1,0,0,0
2014-09-17,98.72,2014,9,17,3,260,38,2,0,0,0
2014-09-18,97.62,2014,9,18,3,261,38,3,0,0,0
2014-09-19,98.38,2014,9,19,3,262,38,4,0,0,0
2014-09-21,98.16,2014,9,21,3,264,38,6,0,0,0
2014-09-22,96.85,2014,9,22,3,265,39,0,0,0,0
2014-09-23,96.94,2014,9,23,3,266,39,1,0,0,0
2014-09-24,97.09,2014,9,24,3,267,39,2,0,0,0
2014-09-25,97.05,2014,9,25,3,268,39,3,0,0,0
2014-09-26,96.9,2014,9,26,3,269,39,4,0,0,0
2014-09-28,96.71,2014,9,28,3,271,39,6,0,0,0
2014-09-29,97.07,2014,9,29,3,272,40,0,0,0,0
2014-09-30,94.8,2014,9,30,3,273,40,1,0,0,0
2014-10-01,94.9,2014,10,1,4,274,40,2,0,0,0
2014-10-02,94.32,2014,10,2,4,275,40,3,0,0,0
2014-10-03,92.82,2014,10,3,4,276,40,4,0,0,0
2014-10-05,92.45,2014,10,5,4,278,40,6,0,0,0
2014-10-06,93.35,2014,10,6,4,279,41,0,0,0,0
2014-10-07,92.2,2014,10,7,4,280,41,1,0,0,0
2014-10-08,92.14,2014,10,8,4,281,41,2,0,0,0
2014-10-09,89.23,2014,10,9,4,282,41,3,0,0,0
2014-10-10,90.27,2014,10,10,4,283,41,4,0,0,0
2014-10-12,89.14,2014,10,12,4,285,41,6,0,1,0
2014-10-13,88.61,2014,10,13,4,286,42,0,1,0,0
2014-10-14,86.0,2014,10,14,4,287,42,1,0,0,1
2014-10-15,83.75,2014,10,15,4,288,42,2,0,0,0
2014-10-16,86.76,2014,10,16,4,289,42,3,0,0,0
2014-10-17,86.1,2014,10,17,4,290,42,4,0,0,0
2014-10-19,86.63,2014,10,19,4,292,42,6,0,0,0
2014-10-20,85.34,2014,10,20,4,293,43,0,0,0,0
2014-10-21,86.43,2014,10,21,4,294,43,1,0,0,0
2014-10-22,84.68,2014,10,22,4,295,43,2,0,0,0
2014-10-23,86.7,2014,10,23,4,296,43,3,0,0,0
2014-10-24,86.25,2014,10,24,4,297,43,4,0,0,0
2014-10-27,85.43,2014,10,27,4,300,44,0,0,0,0
2014-10-28,86.23,2014,10,28,4,301,44,1,0,0,0
2014-10-29,86.76,2014,10,29,4,302,44,2,0,0,0
2014-10-30,86.1,2014,10,30,4,303,44,3,0,0,0
2014-10-31,85.96,2014,10,31,4,304,44,4,0,0,0
2014-11-02,86.31,2014,11,2,4,306,44,6,0,0,0
2014-11-03,84.71,2014,11,3,4,307,45,0,0,0,0
2014-11-04,83.3,2014,11,4,4,308,45,1,0,0,0
2014-11-05,83.89,2014,11,5,4,309,45,2,0,0,0
2014-11-06,83.31,2014,11,6,4,310,45,3,0,0,0
2014-11-07,83.6,2014,11,7,4,311,45,4,0,0,0
2014-11-09,84.21,2014,11,9,4,313,45,6,0,0,0
2014-11-10,82.5,2014,11,10,4,314,46,0,0,1,0
2014-11-11,82.0,2014,11,11,4,315,46,1,1,0,0
2014-11-12,80.67,2014,11,12,4,316,46,2,0,0,1
2014-11-13,77.73,2014,11,13,4,317,46,3,0,0,0
2014-11-14,79.6,2014,11,14,4,318,46,4,0,0,0
2014-11-16,79.39,2014,11,16,4,320,46,6,0,0,0
2014-11-17,79.08,2014,11,17,4,321,47,0,0,0,0
2014-11-18,78.41,2014,11,18,4,322,47,1,0,0,0
2014-11-19,78.05,2014,11,19,4,323,47,2,0,0,0
2014-11-20,79.79,2014,11,20,4,324,47,3,0,0,0
2014-11-21,80.36,2014,11,21,4,325,47,4,0,0,0
2014-11-24,79.4,2014,11,24,4,328,48,0,0,0,0
2014-11-25,78.17,2014,11,25,4,329,48,1,0,0,0
2014-11-26,77.53,2014,11,26,4,330,48,2,0,1,0
2014-11-27,72.82,2014,11,27,4,331,48,3,1,0,0
2014-11-28,70.02,2014,11,28,4,332,48,4,0,0,1
2014-11-30,68.34,2014,11,30,4,334,48,6,0,0,0
2014-12-01,73.31,2014,12,1,4,335,49,0,0,0,0
2014-12-02,71.49,2014,12,2,4,336,49,1,0,0,0
2014-12-03,70.5,2014,12,3,4,337,49,2,0,0,0
2014-12-04,69.89,2014,12,4,4,338,49,3,0,0,0
2014-12-05,69.05,2014,12,5,4,339,49,4,0,0,0
2014-12-07,68.23,2014,12,7,4,341,49,6,0,0,0
2014-12-08,66.52,2014,12,8,4,342,50,0,0,0,0
2014-12-09,66.79,2014,12,9,4,343,50,1,0,0,0
2014-12-10,64.56,2014,12,10,4,344,50,2,0,0,0
2014-12-11,63.55,2014,12,11,4,345,50,3,0,0,0
2014-12-12,61.92,2014,12,12,4,346,50,4,0,0,0
2014-12-14,61.05,2014,12,14,4,348,50,6,0,0,0
2014-12-15,60.52,2014,12,15,4,349,51,0,0,0,0
2014-12-16,59.8,2014,12,16,4,350,51,1,0,0,0
2014-12-17,60.64,2014,12,17,4,351,51,2,0,0,0
2014-12-18,59.81,2014,12,18,4,352,51,3,0,0,0
2014-12-19,62.15,2014,12,19,4,353,51,4,0,0,0
